invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,VAT,total,order_date,order_time,payment_method,cogs,gross_margin_percentage,gross_income,rating,time_of_day,day_name,month_name
339-96-8318,B,Mandalay,Member,Male,"Fashion accessories",81.31,7,28.4585,597.63,2019-03-01,19:49:00,Ewallet,569.17,4.761904716,28.46,6.3,Evening,Friday,March
340-21-9136,A,Yangon,Member,Female,"Sports and travel",40.05,4,8.0100,168.21,2019-01-25,11:40:00,Cash,160.20,4.761904716,8.01,9.7,Morning,Friday,January
340-66-0321,A,Yangon,Member,Male,"Electronic accessories",36.36,4,7.2720,152.71,2019-03-25,13:07:00,Cash,145.44,4.761904716,7.27,7.6,Afternoon,Monday,March
342-65-4817,C,Naypyitaw,Member,Male,"Health and beauty",86.80,3,13.0200,273.42,2019-01-28,16:47:00,Ewallet,260.40,4.761904716,13.02,9.9,Afternoon,Monday,January
343-61-3544,B,Mandalay,Member,Male,"Sports and travel",26.67,10,13.3350,280.04,2019-01-29,11:48:00,Cash,266.70,4.761904716,13.34,8.6,Morning,Tuesday,January
343-75-9322,B,Mandalay,Member,Female,"Sports and travel",11.85,8,4.7400,99.54,2019-01-09,16:34:00,Cash,94.80,4.761904716,4.74,4.1,Afternoon,Wednesday,January
343-87-0864,C,Naypyitaw,Member,Male,"Health and beauty",75.88,1,3.7940,79.67,2019-01-03,10:30:00,"Credit card",75.88,4.761904716,3.79,7.1,Morning,Thursday,January
345-08-4992,A,Yangon,Normal,Male,"Home and lifestyle",33.99,6,10.1970,214.14,2019-03-08,15:37:00,"Credit card",203.94,4.761904716,10.20,7.7,Afternoon,Friday,March
345-68-9016,C,Naypyitaw,Member,Female,"Sports and travel",31.67,8,12.6680,266.03,2019-01-02,16:19:00,"Credit card",253.36,4.761904716,12.67,5.6,Afternoon,Wednesday,January
346-12-3257,B,Mandalay,Member,Male,"Electronic accessories",19.24,9,8.6580,181.82,2019-03-04,16:28:00,Cash,173.16,4.761904716,8.66,8.0,Afternoon,Monday,March
346-84-3103,B,Mandalay,Member,Female,"Electronic accessories",13.22,5,3.3050,69.41,2019-03-02,19:26:00,Cash,66.10,4.761904716,3.31,4.3,Evening,Saturday,March
347-56-2442,A,Yangon,Normal,Male,"Home and lifestyle",65.82,1,3.2910,69.11,2019-02-22,15:33:00,Cash,65.82,4.761904716,3.29,4.1,Afternoon,Friday,February
347-72-6115,B,Mandalay,Member,Female,"Sports and travel",90.74,7,31.7590,666.94,2019-01-16,18:03:00,"Credit card",635.18,4.761904716,31.76,6.2,Evening,Wednesday,January
349-97-8902,B,Mandalay,Member,Male,"Food and beverages",57.89,2,5.7890,121.57,2019-01-17,10:37:00,Ewallet,115.78,4.761904716,5.79,8.9,Morning,Thursday,January
351-62-0822,B,Mandalay,Member,Female,"Fashion accessories",14.48,4,2.8960,60.82,2019-02-06,18:07:00,Ewallet,57.92,4.761904716,2.90,4.5,Evening,Wednesday,February
354-25-5821,B,Mandalay,Member,Female,"Sports and travel",69.12,6,20.7360,435.46,2019-02-08,13:03:00,Cash,414.72,4.761904716,20.74,5.6,Afternoon,Friday,February
354-39-5160,A,Yangon,Member,Female,"Home and lifestyle",34.42,6,10.3260,216.85,2019-02-18,15:39:00,Cash,206.52,4.761904716,10.33,9.8,Afternoon,Monday,February
355-34-6244,B,Mandalay,Normal,Male,"Food and beverages",72.39,2,7.2390,152.02,2019-01-13,19:55:00,"Credit card",144.78,4.761904716,7.24,8.1,Evening,Sunday,January
355-53-5943,A,Yangon,Member,Female,"Electronic accessories",68.84,6,20.6520,433.69,2019-02-25,14:36:00,Ewallet,413.04,4.761904716,20.65,5.8,Afternoon,Monday,February
356-44-8813,B,Mandalay,Normal,Male,"Home and lifestyle",37.48,3,5.6220,118.06,2019-01-20,13:45:00,"Credit card",112.44,4.761904716,5.62,7.7,Afternoon,Sunday,January
358-88-9262,C,Naypyitaw,Member,Female,"Food and beverages",87.48,6,26.2440,551.12,2019-02-01,18:43:00,Ewallet,524.88,4.761904716,26.24,5.1,Evening,Friday,February
359-90-3665,B,Mandalay,Member,Female,"Fashion accessories",18.08,4,3.6160,75.94,2019-01-14,18:03:00,"Credit card",72.32,4.761904716,3.62,9.5,Evening,Monday,January
359-94-5395,B,Mandalay,Normal,Male,"Health and beauty",92.78,1,4.6390,97.42,2019-03-15,10:50:00,"Credit card",92.78,4.761904716,4.64,9.8,Morning,Friday,March
360-39-5055,C,Naypyitaw,Member,Male,"Sports and travel",48.91,5,12.2275,256.78,2019-03-09,10:17:00,Cash,244.55,4.761904716,12.23,6.6,Morning,Saturday,March
361-59-0574,B,Mandalay,Member,Male,"Sports and travel",90.53,8,36.2120,760.45,2019-03-15,14:48:00,"Credit card",724.24,4.761904716,36.21,6.5,Afternoon,Friday,March
361-85-2571,A,Yangon,Normal,Female,"Sports and travel",89.48,5,22.3700,469.77,2019-03-30,10:18:00,Cash,447.40,4.761904716,22.37,7.4,Morning,Saturday,March
362-58-8315,C,Naypyitaw,Normal,Male,"Fashion accessories",76.52,5,19.1300,401.73,2019-03-25,10:23:00,Cash,382.60,4.761904716,19.13,9.9,Morning,Monday,March
364-33-8584,B,Mandalay,Member,Female,"Food and beverages",17.63,5,4.4075,92.56,2019-03-08,15:27:00,Cash,88.15,4.761904716,4.41,8.5,Afternoon,Friday,March
364-34-2972,C,Naypyitaw,Member,Male,"Electronic accessories",96.82,3,14.5230,304.98,2019-03-30,20:37:00,Cash,290.46,4.761904716,14.52,6.7,Evening,Saturday,March
365-16-4334,B,Mandalay,Normal,Female,"Food and beverages",26.43,8,10.5720,222.01,2019-02-24,14:26:00,Ewallet,211.44,4.761904716,10.57,8.9,Afternoon,Sunday,February
365-64-0515,A,Yangon,Normal,Female,"Electronic accessories",46.95,5,11.7375,246.49,2019-02-12,10:25:00,Ewallet,234.75,4.761904716,11.74,7.1,Morning,Tuesday,February
366-43-6862,B,Mandalay,Normal,Male,"Electronic accessories",52.89,4,10.5780,222.14,2019-03-25,16:32:00,Ewallet,211.56,4.761904716,10.58,6.7,Afternoon,Monday,March
366-93-0948,A,Yangon,Member,Male,"Electronic accessories",66.35,1,3.3175,69.67,2019-01-31,10:46:00,"Credit card",66.35,4.761904716,3.32,9.7,Morning,Thursday,January
369-82-2676,B,Mandalay,Normal,Male,"Electronic accessories",75.66,5,18.9150,397.22,2019-01-15,18:22:00,Ewallet,378.30,4.761904716,18.92,7.8,Evening,Tuesday,January
370-41-7321,B,Mandalay,Member,Male,"Health and beauty",56.69,9,25.5105,535.72,2019-02-27,17:24:00,"Credit card",510.21,4.761904716,25.51,8.4,Afternoon,Wednesday,February
370-96-0655,C,Naypyitaw,Normal,Female,"Fashion accessories",49.32,6,14.7960,310.72,2019-01-09,13:46:00,Ewallet,295.92,4.761904716,14.80,7.1,Afternoon,Wednesday,January
371-85-5789,B,Mandalay,Normal,Male,"Health and beauty",87.98,3,13.1970,277.14,2019-03-05,10:40:00,Ewallet,263.94,4.761904716,13.20,5.1,Morning,Tuesday,March
372-26-1506,C,Naypyitaw,Normal,Female,"Fashion accessories",23.82,5,5.9550,125.06,2019-01-28,19:24:00,Ewallet,119.10,4.761904716,5.96,5.4,Evening,Monday,January
372-62-5264,C,Naypyitaw,Normal,Female,"Food and beverages",52.60,9,23.6700,497.07,2019-01-16,14:42:00,Cash,473.40,4.761904716,23.67,7.6,Afternoon,Wednesday,January
372-94-8041,A,Yangon,Normal,Male,"Health and beauty",15.26,6,4.5780,96.14,2019-02-15,18:03:00,Ewallet,91.56,4.761904716,4.58,9.8,Evening,Friday,February
373-09-4567,C,Naypyitaw,Normal,Male,"Food and beverages",77.56,10,38.7800,814.38,2019-03-14,20:35:00,Ewallet,775.60,4.761904716,38.78,6.9,Evening,Thursday,March
373-14-0504,A,Yangon,Member,Female,"Sports and travel",71.63,2,7.1630,150.42,2019-02-12,14:33:00,Ewallet,143.26,4.761904716,7.16,8.8,Afternoon,Tuesday,February
373-73-7910,A,Yangon,Normal,Male,"Sports and travel",86.31,7,30.2085,634.38,2019-02-08,10:37:00,Ewallet,604.17,4.761904716,30.21,5.3,Morning,Friday,February
373-88-1424,C,Naypyitaw,Member,Male,"Home and lifestyle",35.81,5,8.9525,188.00,2019-02-06,18:44:00,Ewallet,179.05,4.761904716,8.95,7.9,Evening,Wednesday,February
374-17-3652,B,Mandalay,Member,Female,"Food and beverages",42.82,9,19.2690,404.65,2019-02-05,15:26:00,"Credit card",385.38,4.761904716,19.27,8.9,Afternoon,Tuesday,February
374-38-5555,B,Mandalay,Normal,Female,"Fashion accessories",63.71,5,15.9275,334.48,2019-02-07,19:30:00,Ewallet,318.55,4.761904716,15.93,8.5,Evening,Thursday,February
375-72-3056,B,Mandalay,Normal,Male,"Sports and travel",63.06,3,9.4590,198.64,2019-01-19,15:58:00,Ewallet,189.18,4.761904716,9.46,7.0,Afternoon,Saturday,January
376-02-8238,B,Mandalay,Normal,Male,"Home and lifestyle",93.87,8,37.5480,788.51,2019-02-02,18:42:00,"Credit card",750.96,4.761904716,37.55,8.3,Evening,Saturday,February
376-56-3573,C,Naypyitaw,Normal,Female,"Fashion accessories",95.42,4,19.0840,400.76,2019-02-02,13:23:00,Ewallet,381.68,4.761904716,19.08,6.4,Afternoon,Saturday,February
377-79-7592,C,Naypyitaw,Member,Female,"Electronic accessories",44.84,9,20.1780,423.74,2019-01-14,14:00:00,"Credit card",403.56,4.761904716,20.18,7.5,Afternoon,Monday,January
378-07-7001,B,Mandalay,Member,Male,"Electronic accessories",48.09,3,7.2135,151.48,2019-02-10,18:23:00,"Credit card",144.27,4.761904716,7.21,7.8,Evening,Sunday,February
378-24-2715,B,Mandalay,Normal,Male,"Home and lifestyle",53.44,2,5.3440,112.22,2019-01-20,20:38:00,Ewallet,106.88,4.761904716,5.34,4.1,Evening,Sunday,January
379-17-6588,C,Naypyitaw,Normal,Male,"Fashion accessories",59.61,10,29.8050,625.91,2019-03-14,11:07:00,Cash,596.10,4.761904716,29.81,5.3,Morning,Thursday,March
380-60-5336,A,Yangon,Normal,Female,"Electronic accessories",40.26,10,20.1300,422.73,2019-02-24,18:06:00,"Credit card",402.60,4.761904716,20.13,5.0,Evening,Sunday,February
380-94-4661,C,Naypyitaw,Member,Male,"Electronic accessories",65.94,4,13.1880,276.95,2019-02-07,13:05:00,"Credit card",263.76,4.761904716,13.19,6.9,Afternoon,Thursday,February
381-20-0914,A,Yangon,Member,Female,"Fashion accessories",20.01,9,9.0045,189.09,2019-01-12,15:48:00,"Credit card",180.09,4.761904716,9.00,5.7,Afternoon,Saturday,January
382-03-4532,A,Yangon,Member,Female,"Health and beauty",18.33,1,0.9165,19.25,2019-02-02,18:50:00,Cash,18.33,4.761904716,0.92,4.3,Evening,Saturday,February
382-25-8917,C,Naypyitaw,Normal,Male,"Fashion accessories",42.08,6,12.6240,265.10,2019-01-29,12:25:00,Cash,252.48,4.761904716,12.62,8.9,Afternoon,Tuesday,January
384-59-6655,A,Yangon,Member,Female,"Food and beverages",98.66,9,44.3970,932.34,2019-02-19,15:07:00,Cash,887.94,4.761904716,44.40,8.4,Afternoon,Tuesday,February
386-27-7606,C,Naypyitaw,Member,Female,"Home and lifestyle",81.20,7,28.4200,596.82,2019-03-23,15:59:00,"Credit card",568.40,4.761904716,28.42,8.1,Afternoon,Saturday,March
387-49-4215,B,Mandalay,Member,Female,"Sports and travel",48.50,3,7.2750,152.78,2019-01-08,12:50:00,Cash,145.50,4.761904716,7.28,6.7,Afternoon,Tuesday,January
388-76-2555,B,Mandalay,Normal,Male,"Sports and travel",13.69,6,4.1070,86.25,2019-02-13,13:59:00,Cash,82.14,4.761904716,4.11,6.3,Afternoon,Wednesday,February
389-25-3394,C,Naypyitaw,Normal,Male,"Electronic accessories",11.81,5,2.9525,62.00,2019-02-17,18:06:00,Cash,59.05,4.761904716,2.95,9.4,Evening,Sunday,February
389-70-2397,C,Naypyitaw,Normal,Female,"Health and beauty",83.66,5,20.9150,439.22,2019-02-21,10:26:00,Cash,418.30,4.761904716,20.92,7.2,Morning,Thursday,February
390-17-5806,C,Naypyitaw,Member,Female,"Food and beverages",38.42,1,1.9210,40.34,2019-02-02,16:33:00,Cash,38.42,4.761904716,1.92,8.6,Afternoon,Saturday,February
390-31-6381,C,Naypyitaw,Normal,Male,"Food and beverages",27.22,3,4.0830,85.74,2019-01-07,12:37:00,Cash,81.66,4.761904716,4.08,7.3,Afternoon,Monday,January
390-80-5128,B,Mandalay,Member,Female,"Health and beauty",19.15,1,0.9575,20.11,2019-01-28,17:58:00,"Credit card",19.15,4.761904716,0.96,9.5,Afternoon,Monday,January
393-65-2792,C,Naypyitaw,Normal,Male,"Food and beverages",89.48,10,44.7400,939.54,2019-01-06,12:46:00,"Credit card",894.80,4.761904716,44.74,9.6,Afternoon,Sunday,January
394-30-3170,B,Mandalay,Member,Female,"Sports and travel",88.43,8,35.3720,742.81,2019-03-22,19:35:00,"Credit card",707.44,4.761904716,35.37,4.3,Evening,Friday,March
394-41-0748,C,Naypyitaw,Member,Female,"Fashion accessories",54.07,9,24.3315,510.96,2019-01-27,14:55:00,Ewallet,486.63,4.761904716,24.33,9.5,Afternoon,Sunday,January
394-43-4238,B,Mandalay,Member,Male,"Home and lifestyle",17.77,5,4.4425,93.29,2019-02-15,12:42:00,"Credit card",88.85,4.761904716,4.44,5.4,Afternoon,Friday,February
394-55-6384,C,Naypyitaw,Member,Female,"Sports and travel",70.19,9,31.5855,663.30,2019-01-25,13:38:00,Cash,631.71,4.761904716,31.59,6.7,Afternoon,Friday,January
396-90-2219,B,Mandalay,Normal,Female,"Electronic accessories",14.96,8,5.9840,125.66,2019-02-23,12:29:00,Cash,119.68,4.761904716,5.98,8.6,Afternoon,Saturday,February
397-25-8725,A,Yangon,Member,Female,"Health and beauty",39.62,9,17.8290,374.41,2019-01-13,17:54:00,"Credit card",356.58,4.761904716,17.83,6.8,Afternoon,Sunday,January
399-46-5918,C,Naypyitaw,Normal,Female,"Electronic accessories",85.98,8,34.3920,722.23,2019-02-28,19:01:00,Cash,687.84,4.761904716,34.39,8.2,Evening,Thursday,February
399-69-4630,C,Naypyitaw,Normal,Male,"Electronic accessories",22.21,6,6.6630,139.92,2019-03-07,10:23:00,"Credit card",133.26,4.761904716,6.66,8.6,Morning,Thursday,March
400-45-1220,B,Mandalay,Normal,Female,"Health and beauty",13.50,10,6.7500,141.75,2019-02-27,11:06:00,"Credit card",135.00,4.761904716,6.75,4.8,Morning,Wednesday,February
400-60-7251,A,Yangon,Normal,Male,"Home and lifestyle",74.07,1,3.7035,77.77,2019-02-10,12:50:00,Ewallet,74.07,4.761904716,3.70,9.9,Afternoon,Sunday,February
400-80-4065,C,Naypyitaw,Member,Male,"Health and beauty",68.55,4,13.7100,287.91,2019-02-15,20:21:00,"Credit card",274.20,4.761904716,13.71,9.2,Evening,Friday,February
400-89-4171,C,Naypyitaw,Normal,Female,"Sports and travel",80.97,8,32.3880,680.15,2019-01-28,13:05:00,Cash,647.76,4.761904716,32.39,9.3,Afternoon,Monday,January
401-09-4232,C,Naypyitaw,Member,Male,"Home and lifestyle",86.69,5,21.6725,455.12,2019-02-11,18:38:00,Ewallet,433.45,4.761904716,21.67,9.4,Evening,Monday,February
401-18-8016,B,Mandalay,Member,Female,"Sports and travel",98.13,1,4.9065,103.04,2019-01-21,17:36:00,Cash,98.13,4.761904716,4.91,8.9,Afternoon,Monday,January
404-91-5964,A,Yangon,Normal,Male,"Electronic accessories",74.58,7,26.1030,548.16,2019-02-04,16:09:00,"Credit card",522.06,4.761904716,26.10,9.0,Afternoon,Monday,February
405-31-3305,A,Yangon,Member,Male,"Fashion accessories",43.13,10,21.5650,452.87,2019-02-02,18:31:00,"Credit card",431.30,4.761904716,21.57,5.5,Evening,Saturday,February
406-46-7107,A,Yangon,Normal,Female,"Home and lifestyle",96.52,6,28.9560,608.08,2019-01-11,11:52:00,Cash,579.12,4.761904716,28.96,4.5,Morning,Friday,January
407-63-8975,A,Yangon,Normal,Male,"Food and beverages",73.88,6,22.1640,465.44,2019-03-23,19:16:00,Ewallet,443.28,4.761904716,22.16,4.4,Evening,Saturday,March
408-26-9866,C,Naypyitaw,Normal,Female,"Sports and travel",73.98,7,25.8930,543.75,2019-03-02,16:42:00,Ewallet,517.86,4.761904716,25.89,4.1,Afternoon,Saturday,March
408-66-6712,C,Naypyitaw,Member,Female,"Health and beauty",47.71,6,14.3130,300.57,2019-02-16,14:19:00,Ewallet,286.26,4.761904716,14.31,4.4,Afternoon,Saturday,February
409-33-9708,A,Yangon,Normal,Female,"Fashion accessories",98.48,2,9.8480,206.81,2019-02-19,10:12:00,Ewallet,196.96,4.761904716,9.85,9.2,Morning,Tuesday,February
409-49-6995,C,Naypyitaw,Member,Female,"Food and beverages",47.27,6,14.1810,297.80,2019-02-05,10:17:00,Cash,283.62,4.761904716,14.18,8.8,Morning,Tuesday,February
410-67-1709,A,Yangon,Member,Female,"Fashion accessories",63.88,8,25.5520,536.59,2019-01-20,17:48:00,Ewallet,511.04,4.761904716,25.55,9.9,Afternoon,Sunday,January
411-77-0180,A,Yangon,Member,Male,"Electronic accessories",72.20,7,25.2700,530.67,2019-03-26,20:14:00,Ewallet,505.40,4.761904716,25.27,4.3,Evening,Tuesday,March
413-20-6708,C,Naypyitaw,Member,Female,"Fashion accessories",51.47,1,2.5735,54.04,2019-03-18,15:52:00,Ewallet,51.47,4.761904716,2.57,8.5,Afternoon,Monday,March
414-12-7047,B,Mandalay,Normal,Male,"Food and beverages",19.79,8,7.9160,166.24,2019-01-18,12:04:00,Ewallet,158.32,4.761904716,7.92,8.7,Afternoon,Friday,January
416-13-5917,C,Naypyitaw,Normal,Female,"Food and beverages",97.03,5,24.2575,509.41,2019-01-30,16:24:00,Ewallet,485.15,4.761904716,24.26,9.3,Afternoon,Wednesday,January
416-17-9926,A,Yangon,Member,Female,"Electronic accessories",74.22,10,37.1100,779.31,2019-01-01,14:42:00,"Credit card",742.20,4.761904716,37.11,4.3,Afternoon,Tuesday,January
418-02-5978,B,Mandalay,Normal,Female,"Health and beauty",84.09,9,37.8405,794.65,2019-02-11,10:54:00,Cash,756.81,4.761904716,37.84,8.0,Morning,Monday,February
418-05-0656,B,Mandalay,Normal,Female,"Fashion accessories",25.56,7,8.9460,187.87,2019-02-02,20:42:00,Cash,178.92,4.761904716,8.95,7.1,Evening,Saturday,February
420-04-7590,B,Mandalay,Normal,Male,"Home and lifestyle",99.70,3,14.9550,314.06,2019-03-18,11:29:00,Ewallet,299.10,4.761904716,14.96,4.7,Morning,Monday,March
420-11-4919,C,Naypyitaw,Member,Female,"Food and beverages",71.39,5,17.8475,374.80,2019-02-17,19:57:00,"Credit card",356.95,4.761904716,17.85,5.5,Evening,Sunday,February
420-18-8989,A,Yangon,Member,Female,"Sports and travel",51.52,8,20.6080,432.77,2019-02-02,15:47:00,Cash,412.16,4.761904716,20.61,9.6,Afternoon,Saturday,February
420-97-3340,A,Yangon,Normal,Female,"Food and beverages",71.68,3,10.7520,225.79,2019-03-28,15:30:00,"Credit card",215.04,4.761904716,10.75,9.2,Afternoon,Thursday,March
421-95-9805,A,Yangon,Normal,Female,"Electronic accessories",28.96,1,1.4480,30.41,2019-02-07,10:18:00,"Credit card",28.96,4.761904716,1.45,6.2,Morning,Thursday,February
422-29-8786,A,Yangon,Normal,Female,"Home and lifestyle",67.09,5,16.7725,352.22,2019-01-03,16:47:00,"Credit card",335.45,4.761904716,16.77,9.1,Afternoon,Thursday,January
423-64-4619,A,Yangon,Member,Female,"Health and beauty",15.55,9,6.9975,146.95,2019-03-07,13:12:00,Cash,139.95,4.761904716,7.00,5.0,Afternoon,Thursday,March
423-80-0988,C,Naypyitaw,Normal,Male,"Sports and travel",76.40,2,7.6400,160.44,2019-01-30,19:42:00,Ewallet,152.80,4.761904716,7.64,6.5,Evening,Wednesday,January
425-85-2085,B,Mandalay,Member,Male,"Health and beauty",54.86,5,13.7150,288.02,2019-03-29,16:48:00,Ewallet,274.30,4.761904716,13.72,9.8,Afternoon,Friday,March
426-39-2418,C,Naypyitaw,Normal,Male,"Electronic accessories",61.41,7,21.4935,451.36,2019-01-14,10:02:00,Cash,429.87,4.761904716,21.49,9.8,Morning,Monday,January
427-45-9297,B,Mandalay,Member,Female,"Home and lifestyle",40.73,7,14.2555,299.37,2019-03-12,11:01:00,Ewallet,285.11,4.761904716,14.26,5.4,Morning,Tuesday,March
428-83-5800,C,Naypyitaw,Member,Female,"Food and beverages",21.08,3,3.1620,66.40,2019-02-09,10:25:00,Cash,63.24,4.761904716,3.16,7.3,Morning,Saturday,February
430-02-3888,B,Mandalay,Normal,Male,"Electronic accessories",46.02,6,13.8060,289.93,2019-02-07,15:55:00,Cash,276.12,4.761904716,13.81,7.1,Afternoon,Thursday,February
430-53-4718,B,Mandalay,Member,Male,"Health and beauty",75.37,8,30.1480,633.11,2019-01-28,15:46:00,"Credit card",602.96,4.761904716,30.15,8.4,Afternoon,Monday,January
430-60-3493,A,Yangon,Member,Female,"Home and lifestyle",94.88,7,33.2080,697.37,2019-02-03,14:38:00,Cash,664.16,4.761904716,33.21,4.2,Afternoon,Sunday,February
431-66-2305,B,Mandalay,Normal,Female,"Electronic accessories",88.25,9,39.7125,833.96,2019-02-15,20:51:00,"Credit card",794.25,4.761904716,39.71,7.6,Evening,Friday,February
433-08-7822,C,Naypyitaw,Normal,Female,"Health and beauty",78.89,7,27.6115,579.84,2019-01-05,19:48:00,Ewallet,552.23,4.761904716,27.61,7.5,Evening,Saturday,January
433-75-6987,B,Mandalay,Member,Female,"Health and beauty",55.97,7,19.5895,411.38,2019-03-05,19:06:00,Ewallet,391.79,4.761904716,19.59,8.9,Evening,Tuesday,March
434-35-9162,B,Mandalay,Member,Male,"Food and beverages",23.34,4,4.6680,98.03,2019-02-04,18:53:00,Ewallet,93.36,4.761904716,4.67,7.4,Evening,Monday,February
434-83-9547,C,Naypyitaw,Member,Male,"Food and beverages",38.47,8,15.3880,323.15,2019-01-23,11:51:00,Cash,307.76,4.761904716,15.39,7.7,Morning,Wednesday,January
435-13-4908,A,Yangon,Member,Male,"Fashion accessories",86.68,8,34.6720,728.11,2019-01-24,18:04:00,"Credit card",693.44,4.761904716,34.67,7.2,Evening,Thursday,January
436-54-4512,A,Yangon,Member,Female,"Food and beverages",91.61,1,4.5805,96.19,2019-03-20,19:44:00,Cash,91.61,4.761904716,4.58,9.8,Evening,Wednesday,March
437-53-3084,B,Mandalay,Normal,Male,"Fashion accessories",99.89,2,9.9890,209.77,2019-02-26,11:48:00,Ewallet,199.78,4.761904716,9.99,7.1,Morning,Tuesday,February
437-58-8131,B,Mandalay,Normal,Female,"Fashion accessories",73.52,2,7.3520,154.39,2019-01-15,13:41:00,Ewallet,147.04,4.761904716,7.35,4.6,Afternoon,Tuesday,January
438-01-4015,B,Mandalay,Member,Female,"Sports and travel",49.49,4,9.8980,207.86,2019-03-21,15:25:00,Ewallet,197.96,4.761904716,9.90,6.6,Afternoon,Thursday,March
438-23-1242,B,Mandalay,Normal,Male,"Electronic accessories",75.88,7,26.5580,557.72,2019-01-24,10:38:00,Ewallet,531.16,4.761904716,26.56,8.9,Morning,Thursday,January
439-54-7422,A,Yangon,Normal,Female,"Electronic accessories",51.19,4,10.2380,215.00,2019-03-18,17:15:00,"Credit card",204.76,4.761904716,10.24,4.7,Afternoon,Monday,March
440-59-5691,C,Naypyitaw,Member,Female,"Health and beauty",37.15,7,13.0025,273.05,2019-02-08,13:12:00,"Credit card",260.05,4.761904716,13.00,7.7,Afternoon,Friday,February
441-94-7118,A,Yangon,Member,Male,"Electronic accessories",71.95,1,3.5975,75.55,2019-02-04,12:14:00,Cash,71.95,4.761904716,3.60,7.3,Afternoon,Monday,February
442-44-6497,C,Naypyitaw,Member,Male,"Home and lifestyle",55.57,3,8.3355,175.05,2019-01-08,11:42:00,"Credit card",166.71,4.761904716,8.34,5.9,Morning,Tuesday,January
442-48-3607,A,Yangon,Member,Male,"Food and beverages",23.48,2,2.3480,49.31,2019-03-14,11:21:00,"Credit card",46.96,4.761904716,2.35,7.9,Morning,Thursday,March
443-59-0061,A,Yangon,Member,Male,"Food and beverages",67.45,10,33.7250,708.23,2019-02-03,11:25:00,Ewallet,674.50,4.761904716,33.73,4.2,Morning,Sunday,February
443-60-9639,C,Naypyitaw,Member,Female,"Home and lifestyle",60.87,1,3.0435,63.91,2019-01-24,13:24:00,Cash,60.87,4.761904716,3.04,5.5,Afternoon,Thursday,January
443-82-0585,A,Yangon,Member,Female,"Health and beauty",77.68,4,15.5360,326.26,2019-02-01,19:54:00,Cash,310.72,4.761904716,15.54,8.4,Evening,Friday,February
445-30-9252,A,Yangon,Normal,Male,"Sports and travel",25.70,3,3.8550,80.96,2019-01-17,17:59:00,Ewallet,77.10,4.761904716,3.86,6.1,Afternoon,Thursday,January
446-47-6729,C,Naypyitaw,Normal,Male,"Fashion accessories",99.82,2,9.9820,209.62,2019-01-02,18:09:00,"Credit card",199.64,4.761904716,9.98,6.7,Evening,Wednesday,January
447-15-7839,A,Yangon,Member,Female,"Sports and travel",22.24,10,11.1200,233.52,2019-02-09,11:00:00,Cash,222.40,4.761904716,11.12,4.2,Morning,Saturday,February
448-34-8700,B,Mandalay,Member,Male,"Home and lifestyle",36.91,7,12.9185,271.29,2019-02-10,13:51:00,Ewallet,258.37,4.761904716,12.92,6.7,Afternoon,Sunday,February
448-61-3783,A,Yangon,Normal,Female,"Electronic accessories",90.02,8,36.0080,756.17,2019-03-21,16:08:00,"Credit card",720.16,4.761904716,36.01,4.5,Afternoon,Thursday,March
448-81-5016,A,Yangon,Normal,Male,"Health and beauty",59.77,2,5.9770,125.52,2019-03-11,12:01:00,"Credit card",119.54,4.761904716,5.98,5.8,Afternoon,Monday,March
449-16-6770,A,Yangon,Normal,Male,"Health and beauty",50.79,5,12.6975,266.65,2019-02-19,14:53:00,"Credit card",253.95,4.761904716,12.70,5.3,Afternoon,Tuesday,February
449-27-2918,B,Mandalay,Member,Female,"Sports and travel",39.12,1,1.9560,41.08,2019-03-26,11:02:00,"Credit card",39.12,4.761904716,1.96,9.6,Morning,Tuesday,March
450-28-2866,C,Naypyitaw,Member,Male,"Food and beverages",17.44,5,4.3600,91.56,2019-01-15,19:25:00,Cash,87.20,4.761904716,4.36,8.1,Evening,Tuesday,January
450-42-3339,C,Naypyitaw,Normal,Male,"Health and beauty",84.61,10,42.3050,888.41,2019-02-09,18:58:00,"Credit card",846.10,4.761904716,42.31,8.8,Evening,Saturday,February
451-28-5717,C,Naypyitaw,Member,Female,"Home and lifestyle",83.17,6,24.9510,523.97,2019-03-20,11:23:00,Cash,499.02,4.761904716,24.95,7.3,Morning,Wednesday,March
451-73-2711,C,Naypyitaw,Normal,Male,"Food and beverages",84.83,1,4.2415,89.07,2019-01-14,15:20:00,Ewallet,84.83,4.761904716,4.24,8.8,Afternoon,Monday,January
452-04-8808,B,Mandalay,Normal,Male,"Electronic accessories",87.08,7,30.4780,640.04,2019-01-26,15:17:00,Cash,609.56,4.761904716,30.48,5.5,Afternoon,Saturday,January
453-12-7053,C,Naypyitaw,Normal,Male,"Fashion accessories",45.74,3,6.8610,144.08,2019-03-10,17:38:00,"Credit card",137.22,4.761904716,6.86,6.5,Afternoon,Sunday,March
453-33-6436,A,Yangon,Normal,Female,"Home and lifestyle",93.12,8,37.2480,782.21,2019-02-07,10:09:00,Cash,744.96,4.761904716,37.25,6.8,Morning,Thursday,February
453-63-6187,B,Mandalay,Normal,Male,"Electronic accessories",27.50,3,4.1250,86.63,2019-03-01,15:40:00,Ewallet,82.50,4.761904716,4.13,6.5,Afternoon,Friday,March
